date,time,location,download,upload
2018-12-04,21:53,Kolding,948.29,111.56
2018-02-18,05:26,Hjørring,2230.78,1039.05
2018-06-17,07:42,Kerteminde,1583.61,1007.63
2018-02-26,07:51,Odder,2008.53,1234.02
2018-12-06,15:26,Haderslev,215.05,564.96
2018-02-06,07:09,Middelfart,1536.88,381.69
2018-06-03,09:48,Billund,58.01,1029.18
2018-09-03,10:45,Horsens,510.33,369.45
2018-03-11,20:02,Svendborg,1904.58,720.78
2018-03-23,21:49,Helsingør,862.12,194.53
2018-06-13,01:29,Silkeborg,2470.64,426.16
2018-04-13,00:02,Lemvig,58.45,1110.98
2018-05-14,10:03,Frederikssund,1608.53,1134.58
2018-03-11,14:47,Varde,1128.69,425.59
2018-09-15,10:51,Brøndby,54.59,804.77
2018-03-08,10:58,Kolding,2514.09,706.83
2018-03-20,20:43,Odsherred,2099.76,668.66
2018-11-05,05:58,Favrskov,1746.98,54.15
2018-08-04,16:28,Billund,1666.9,406.07
2018-09-17,11:36,Glostrup,1391.08,1112.5
2018-12-05,10:05,Thisted,753.42,668.88
2018-07-18,14:32,Holbæk,471.45,914.61
2018-03-22,03:17,Solrød,979.71,176.95
2018-11-29,22:13,Brøndby,278.5,1073.05
2018-09-09,04:10,Vesthimmerland,2478.31,1235.42
2018-07-10,00:50,Lolland,777.22,290.94
2018-01-06,02:04,Halsnæs,769.5,954.5
2018-06-14,03:33,Hvidovre,825.33,276.43
2018-10-11,01:20,Kolding,686.42,109.43
2018-10-17,23:19,Lyngby-Taarbæk,1988.34,981.67
2018-10-01,06:33,Gladsaxe,960.63,918.16
2018-07-11,14:28,Glostrup,172.52,322.79
2018-09-27,20:09,Varde,863.17,542.34
2018-08-25,04:42,Bornholm,2369.63,70.31
2018-09-10,17:41,Hvidovre,202.21,559.53
2018-05-20,22:34,Faxe,155.43,665.62
2018-04-25,14:10,Skanderborg,56.07,575.65
2018-11-07,15:11,Roskilde,1105.56,892.04
2018-09-20,10:53,Vallensbæk,2485.01,96.85
2018-07-08,07:13,Hedensted,1934.65,133.17
2018-08-13,03:22,Halsnæs,1890.31,295.38
2018-09-10,13:51,Furesø,414.25,448.48
2018-05-04,10:21,Morsø,2482.47,347.49
2018-12-18,15:37,Copenhagen,1741.76,300.11
2018-10-16,01:09,Randers,1979.02,1014.46
2018-11-22,10:29,Tårnby,1312.56,688.35
2018-09-15,11:59,Allerød,1312.12,612.47
2018-01-27,06:20,Egedal,2220.0,178.66
2018-10-15,08:54,Rudersdal,1258.09,1121.72
2018-09-20,12:04,Haderslev,342.13,846.2
2018-01-30,14:52,Sorø,71.39,1266.66
2018-09-27,11:32,Ikast-Brande,1884.92,721.61
2018-09-13,03:46,Ringkøbing-Skjern,185.56,985.25
2018-11-13,05:26,Varde,1485.04,168.92
2018-01-16,00:46,Hørsholm,2329.62,1225.63
2018-04-27,04:43,Køge,1230.1,944.32
2018-01-06,05:53,Lolland,1487.27,476.04
2018-02-27,11:31,Sønderborg,656.1,290.26
2018-07-27,20:13,Ringkøbing-Skjern,1678.73,584.24
2018-03-24,13:42,Rudersdal,514.66,1242.39
2018-09-01,00:58,Faaborg-Midtfyn,1419.04,737.21
2018-10-31,07:56,Vejle,2240.74,623.51
2018-11-16,07:50,Lemvig,1834.73,903.37
2018-07-17,03:22,Fredericia,1432.51,921.43
2018-12-04,03:57,Lyngby-Taarbæk,970.96,857.82
2018-03-25,15:06,Hillerød,349.35,752.33
2018-03-10,16:39,Assens,968.13,129.8
2018-05-29,08:23,Brøndby,580.56,845.56
2018-06-30,07:40,Morsø,1540.0,956.16
2018-12-26,10:13,Næstved,2390.26,112.43
2018-06-12,01:27,Morsø,2103.26,1195.89
2018-07-25,03:43,Lyngby-Taarbæk,2208.73,505.01
2018-12-16,06:01,Jammerbugt,697.68,754.04
2018-11-05,21:34,Furesø,42.68,92.15
2018-03-21,13:02,Holbæk,401.16,59.92
2018-05-14,06:54,Skanderborg,278.18,673.58
2018-01-30,10:02,Brønderslev,1611.09,994.39
2018-04-29,14:48,Lolland,361.99,1009.61
2018-12-05,10:55,Silkeborg,1129.35,1241.96
2018-08-17,11:05,Gentofte,1890.62,1045.12
2018-03-26,19:51,Norddjurs,2424.2,998.13
2018-08-27,11:00,Vallensbæk,1435.3,543.67
2018-11-09,12:40,Ikast-Brande,1966.18,942.34
2018-03-12,22:03,Skanderborg,722.04,662.92
2018-12-16,06:51,Brønderslev,2131.12,443.55
2018-06-14,13:00,Vejle,510.3,145.24
2018-12-21,02:27,Favrskov,2439.74,684.84
2018-01-13,23:10,Varde,1315.5,177.19
2018-02-06,01:49,Gentofte,1054.87,652.54
2018-06-13,02:50,Aalborg,2345.91,770.65
2018-08-25,19:53,Morsø,2005.78,17.12
2018-02-16,07:17,Dragør,2558.15,311.28
2018-11-11,00:04,Copenhagen,2188.47,1238.96
2018-08-19,08:00,Skive,1757.34,437.88
2018-05-15,00:22,Kalundborg,1495.29,62.3
2018-02-13,08:36,Guldborgsund,384.52,729.74
2018-03-04,20:49,Hvidovre,983.43,1060.1
2018-11-24,01:11,Nyborg,686.8,12.05
2018-04-03,06:40,Frederikssund,911.57,781.76
2018-04-27,14:35,Skive,1816.32,89.36
2018-06-18,08:54,Guldborgsund,1644.12,114.28
2018-01-14,09:20,Nordfyn,2172.05,226.6
2018-09-01,02:34,Ishøj,500.76,404.17
2018-10-27,15:59,Herning,248.77,1178.45
2018-01-14,05:11,Holbæk,123.54,576.44
2018-11-27,03:21,Gladsaxe,2255.6,602.58
2018-06-21,22:20,Hvidovre,1050.67,961.86
2018-05-17,02:35,Gentofte,421.5,238.49
2018-04-07,03:23,Aabenraa,300.83,1030.16
2018-07-13,11:49,Sorø,903.17,1131.91
2018-04-13,06:59,Hørsholm,605.72,664.63
2018-08-29,10:35,Varde,1824.72,565.76
2018-08-23,06:44,Skive,945.23,1192.05
2018-03-15,22:58,Viborg,1772.37,19.41
2018-10-16,19:11,Skanderborg,2403.14,1269.98
2018-08-02,02:23,Gribskov,1651.33,579.48
2018-04-25,23:05,Solrød,988.4,177.34
2018-04-06,04:58,Silkeborg,1685.64,949.97
2018-06-26,00:40,Varde,1352.1,809.87
2018-04-17,04:10,Aalborg,2222.82,1265.98
2018-02-13,02:18,Næstved,2311.44,461.85
2018-11-19,20:46,Odsherred,1034.1,276.81
2018-12-18,23:27,Ringkøbing-Skjern,1536.24,466.86
2018-08-29,13:07,Rebild,1178.67,491.05
2018-05-02,02:34,Faaborg-Midtfyn,2149.56,72.44
2018-02-01,07:57,Samsø,2386.21,1031.04
2018-04-23,20:34,Thisted,359.67,1019.04
2018-06-12,21:03,Tønder,775.3,856.92
2018-04-24,08:03,Brøndby,793.04,277.69
2018-01-01,11:41,Samsø,2529.05,1012.59
2018-08-21,13:36,Odder,691.57,735.46
2018-06-23,12:11,Kerteminde,1195.08,829.64
2018-03-29,08:27,Struer,956.86,398.23
2018-12-31,13:06,Struer,1870.37,270.96
2018-10-02,06:44,Vejen,2369.44,962.81
2018-09-30,05:17,Hvidovre,2551.57,85.95
2018-02-26,01:35,Herlev,1433.27,534.94
2018-03-19,10:42,Syddjurs,2541.95,146.91
2018-05-03,03:59,Haderslev,550.93,1236.38
2018-08-21,23:13,Brøndby,1698.83,815.83
2018-08-06,18:44,Lejre,1358.35,665.42
2018-06-24,02:29,Høje-Taastrup,2534.72,778.1
2018-12-01,15:34,Høje-Taastrup,349.41,947.71
2018-07-07,06:20,Struer,5.52,814.05
2018-03-20,16:11,Skanderborg,2424.87,384.18
2018-05-30,03:32,Guldborgsund,2025.87,1048.0
2018-06-22,16:27,Slagelse,1715.98,1042.0
2018-04-20,12:21,Herning,283.33,962.89
2018-11-07,01:18,Ikast-Brande,1160.63,706.22
2018-05-21,23:02,Slagelse,147.86,579.81
2018-12-04,15:50,Halsnæs,736.21,743.27
2018-09-20,03:42,Hillerød,966.37,481.65
2018-10-27,17:25,Egedal,2433.91,85.54
2018-09-07,05:00,Fredericia,194.52,270.63
2018-02-16,07:54,Vallensbæk,2207.02,1099.84
2018-06-13,11:41,Varde,1765.35,584.72
2018-06-01,10:34,Syddjurs,2402.37,978.02
2018-05-27,15:18,Ballerup,2531.47,815.07
2018-03-06,04:34,Tårnby,954.6,325.6
2018-05-25,23:12,Kolding,379.15,979.79
2018-01-24,23:57,Syddjurs,1865.58,319.68
2018-07-15,11:19,Fredericia,111.06,697.7
2018-05-14,08:19,Sorø,2210.45,914.49
2018-01-30,08:15,Ballerup,1931.12,881.54
2018-01-08,14:45,Sønderborg,1644.18,984.37
2018-12-31,14:32,Norddjurs,964.33,452.67
2018-07-25,05:32,Favrskov,1372.13,968.52
2018-10-17,02:15,Albertslund,1391.93,192.07
2018-04-19,04:43,Horsens,2259.55,1100.75
2018-03-01,10:06,Randers,2153.67,21.97
2018-12-02,11:49,Gladsaxe,1002.32,1261.15
2018-02-08,20:04,Faxe,2112.99,484.08
2018-09-01,01:47,Sønderborg,1721.98,622.64
2018-05-19,15:59,Varde,1838.43,300.01
2018-01-22,22:37,Hvidovre,1033.76,157.9
2018-09-22,17:36,Kalundborg,299.01,161.84
2018-07-01,22:21,Furesø,2.97,245.69
2018-07-20,21:02,Allerød,99.1,705.4
2018-03-25,00:10,Samsø,1953.91,305.46
2018-01-21,03:24,Helsingør,619.96,513.18
2018-04-29,09:31,Viborg,1993.05,362.34
2018-10-22,15:23,Hedensted,2031.36,520.88
2018-04-22,15:43,Kalundborg,337.15,561.27
2018-01-08,07:32,Norddjurs,965.24,89.25
2018-07-01,15:33,Assens,2373.91,1073.98
2018-11-14,03:37,Slagelse,871.7,1139.66
2018-04-09,06:16,Aarhus,1826.81,228.15
2018-12-10,04:51,Frederikssund,748.84,972.1
2018-01-22,09:47,Randers,2395.34,739.9
2018-04-05,18:11,Sorø,2496.53,194.38
2018-11-13,23:34,Odsherred,1901.15,26.25
2018-10-19,06:48,Billund,1388.31,692.08
2018-08-20,05:03,Struer,256.93,438.05
2018-08-19,16:09,Esbjerg,537.34,735.11
2018-02-23,21:45,Faxe,289.02,22.0
2018-10-31,18:48,Ishøj,1620.05,679.77
2018-02-18,10:26,Frederiksberg,1472.08,257.25
2018-02-06,22:43,Randers,2476.9,4.57
2018-01-26,05:14,Frederiksberg,1806.66,494.13
2018-09-28,13:54,Lyngby-Taarbæk,1959.11,1085.38
2018-02-27,21:40,Frederiksberg,490.35,133.42
2018-09-02,13:49,Albertslund,1287.53,1170.71
2018-12-13,14:21,Stevns,707.81,634.34
2018-11-29,22:17,Guldborgsund,2340.33,798.31
2018-12-18,11:34,Tønder,2408.93,11.7
2018-04-20,12:40,Furesø,1265.35,450.85
2018-04-23,15:23,Skive,2049.47,1126.07
2018-09-21,10:56,Næstved,127.34,1025.44
2018-08-04,20:56,Holbæk,2355.6,456.47
2018-10-01,15:08,Langeland,2411.61,613.79
2018-08-29,07:16,Stevns,1337.2,9.18
2018-08-25,17:20,Lemvig,2203.09,0.13
2018-10-06,20:39,Assens,1045.35,358.89
2018-10-02,22:00,Lemvig,1130.62,1083.29
2018-02-06,22:04,Albertslund,1376.26,805.81
2018-04-30,16:19,Holstebro,2280.12,933.14
2018-08-31,12:58,Glostrup,2113.53,653.54
2018-09-04,15:31,Holbæk,1822.54,149.95
2018-11-17,02:37,Assens,1893.13,552.49
2018-04-11,16:08,Hillerød,1876.43,396.21
2018-08-01,05:35,Furesø,512.15,115.03
2018-04-23,12:11,Lyngby-Taarbæk,2443.68,9.28
2018-02-22,01:42,Sønderborg,1767.3,287.9
2018-03-18,05:47,Herning,1155.13,956.98
2018-02-06,22:34,Allerød,232.0,930.29
2018-05-01,19:40,Odder,552.18,827.71
2018-11-13,18:43,Dragør,542.38,423.59
2018-07-22,04:42,Egedal,2090.82,1037.54
2018-01-09,19:44,Thisted,2175.37,1145.26
2018-12-07,22:20,Tårnby,625.33,1178.66
2018-05-27,04:20,Glostrup,1214.0,559.04
2018-12-10,00:19,Odder,685.1,443.91
2018-08-16,02:42,Hedensted,223.74,309.35
2018-11-16,02:03,Skanderborg,419.49,940.8
2018-01-17,22:44,Morsø,1773.67,8.55
2018-03-14,07:52,Kolding,2003.63,970.29
2018-02-12,03:26,Køge,1777.93,1058.12
2018-08-21,21:27,Esbjerg,736.38,378.68
2018-01-05,21:08,Lejre,1193.84,23.29
2018-03-17,05:24,Copenhagen,589.9,317.72
2018-05-23,13:12,Frederikshavn,740.39,595.33
2018-12-30,21:48,Gladsaxe,939.54,244.19
2018-10-25,08:49,Halsnæs,1936.51,1149.54
2018-07-17,13:02,Nyborg,1785.27,48.83
2018-06-11,00:48,Tårnby,1940.05,617.43
2018-10-30,03:22,Aalborg,1403.76,147.77
2018-11-22,22:46,Gribskov,670.21,679.25
2018-09-04,20:06,Halsnæs,1152.18,613.36
2018-01-11,10:24,Holstebro,2286.6,191.16
2018-05-03,14:55,Frederikshavn,563.93,1227.53
2018-08-13,07:35,Albertslund,582.3,1230.12
2018-03-23,07:04,Holbæk,1024.17,344.53
2018-03-22,08:32,Sorø,58.54,691.68
2018-11-15,04:25,Rudersdal,2357.52,1246.94
2018-09-07,17:23,Faaborg-Midtfyn,210.12,1029.8
2018-10-30,06:15,Odder,2038.84,1137.25
2018-01-31,15:44,Kerteminde,2449.03,521.22
2018-06-16,23:57,Gribskov,1329.05,452.49
2018-01-02,14:30,Skanderborg,109.26,676.58
2018-10-06,09:08,Sorø,1043.91,291.44
2018-05-27,10:53,Holstebro,2307.72,1058.65
2018-11-09,06:58,Syddjurs,2021.03,127.91
2018-06-18,09:34,Vallensbæk,2407.42,773.55
2018-06-07,01:50,Ringkøbing-Skjern,1796.48,1253.8
2018-07-19,11:32,Egedal,2067.13,269.59
2018-01-06,08:33,Dragør,1351.4,739.85
2018-04-15,16:30,Vejle,1088.91,375.97
2018-07-11,09:47,Stevns,380.14,788.33
2018-02-03,19:26,Norddjurs,1873.91,1125.34
2018-01-12,09:33,Syddjurs,1528.41,198.42
2018-07-22,17:07,Halsnæs,676.28,951.54
2018-01-27,23:35,Rudersdal,699.74,108.37
2018-10-23,01:26,Nyborg,1465.46,181.93
2018-06-02,18:05,Rebild,150.7,72.74
2018-11-19,12:01,Lemvig,252.69,273.84
2018-08-23,13:16,Guldborgsund,2366.6,502.82
2018-11-14,03:34,Esbjerg,1259.69,949.7
2018-08-04,19:02,Faaborg-Midtfyn,328.15,714.08
2018-09-14,09:23,Gribskov,2400.71,858.81
2018-10-06,19:10,Esbjerg,660.67,536.4
2018-01-13,23:08,Vordingborg,1431.28,1049.24
2018-01-17,04:44,Gladsaxe,1988.29,1121.67
2018-04-24,06:53,Ringkøbing-Skjern,1195.51,934.89
2018-12-11,12:50,Billund,2078.47,814.09
2018-09-15,15:58,Greve,725.69,592.89
2018-06-30,08:58,Ringkøbing-Skjern,2032.25,638.76
2018-08-25,06:47,Tårnby,135.96,615.53
2018-04-08,08:38,Aalborg,1816.28,595.83
2018-11-19,19:20,Haderslev,436.84,954.31
2018-05-18,06:18,Hvidovre,930.49,514.08
2018-03-04,12:49,Tårnby,1309.84,642.57
2018-08-10,11:28,Brønderslev,2066.86,213.75
2018-04-13,22:08,Jammerbugt,1197.09,951.71
2018-01-13,17:55,Esbjerg,2312.02,1124.78
2018-07-27,16:50,Holbæk,985.77,283.29
2018-11-09,15:33,Norddjurs,987.2,1001.58
2018-12-28,03:03,Helsingør,1526.31,1017.98
2018-01-02,17:03,Syddjurs,1319.76,639.0
2018-11-07,03:27,Viborg,2153.78,352.66
2018-02-27,16:55,Lemvig,288.98,801.88
2018-05-31,09:38,Langeland,684.88,764.42
2018-08-18,15:39,Morsø,793.52,678.59
2018-06-30,07:34,Svendborg,379.82,1211.12
2018-08-14,14:53,Brønderslev,1431.63,18.21
2018-07-23,03:50,Kolding,943.86,1260.97
2018-03-30,01:43,Syddjurs,337.59,502.12
2018-05-23,01:23,Randers,1073.6,111.34
2018-06-29,15:43,Roskilde,1538.94,11.13
2018-02-26,10:11,Sorø,576.01,1191.88
2018-07-13,18:57,Rebild,2279.53,814.6
2018-05-28,19:03,Fanø,727.68,538.29
2018-11-20,16:44,Læsø,427.54,881.55
2018-01-24,09:56,Hedensted,905.37,1076.64
2018-09-18,01:27,Sorø,1695.56,1247.24
2018-09-02,06:14,Læsø,1064.8,1245.82
2018-07-25,19:28,Egedal,2309.67,977.95
2018-02-09,01:59,Randers,1761.51,230.13
2018-04-30,03:41,Ishøj,1562.54,1004.62
2018-01-04,07:24,Solrød,2005.06,146.33
2018-02-12,07:57,Middelfart,1350.73,182.88
2018-12-22,01:59,Albertslund,1118.11,86.5
2018-07-28,03:35,Rudersdal,1686.23,430.81
2018-06-17,02:22,Brønderslev,732.76,290.06
2018-11-27,00:00,Lolland,2342.75,671.86
2018-11-22,13:48,Favrskov,878.37,465.53
2018-07-25,22:25,Jammerbugt,2299.54,507.57
2018-10-15,10:48,Solrød,745.51,627.15
2018-10-25,08:22,Vejen,1249.66,428.06
2018-10-25,16:47,Furesø,1972.2,1222.57
2018-08-19,04:28,Herlev,1458.55,590.09
2018-03-29,09:19,Køge,2034.02,433.78
2018-01-16,19:41,Thisted,1224.04,844.83
2018-03-21,23:00,Gladsaxe,2085.28,272.55
2018-05-21,08:01,Faaborg-Midtfyn,2070.76,417.75
2018-04-15,22:45,Odder,1892.68,402.19
2018-05-23,10:24,Halsnæs,779.69,260.18
2018-05-10,03:39,Kalundborg,212.14,733.42
2018-12-05,01:33,Egedal,2308.94,530.46
2018-05-08,14:59,Albertslund,370.03,19.13
2018-04-02,14:38,Kalundborg,343.02,658.1
2018-04-27,01:28,Haderslev,1551.83,621.45
2018-07-03,18:50,Helsingør,777.33,1140.68
2018-02-22,23:18,Frederikssund,283.64,405.27
2018-07-01,09:52,Hørsholm,2281.65,47.82
2018-04-17,12:26,Ringsted,2429.09,286.72
2018-05-09,16:34,Billund,2116.88,951.33
2018-10-04,10:54,Ærø,1781.17,277.0
2018-11-26,06:25,Favrskov,870.24,705.36
2018-08-14,08:56,Hvidovre,727.35,1270.57
2018-05-18,05:07,Morsø,1540.86,291.38
2018-04-24,04:54,Kolding,1707.97,874.13
2018-03-30,08:03,Struer,719.82,277.55
2018-02-25,06:39,Skive,1013.5,1177.55
2018-07-31,21:06,Langeland,1652.83,745.44
2018-05-17,13:57,Furesø,1281.73,284.7
2018-05-31,03:37,Albertslund,494.33,1010.68
2018-08-19,10:40,Ishøj,1261.24,335.35
2018-06-03,05:07,Langeland,2326.89,1066.76
2018-09-06,09:59,Lyngby-Taarbæk,590.76,489.33
2018-08-22,17:48,Greve,760.37,947.74
2018-08-13,07:04,Vejle,279.62,861.7
2018-04-03,13:56,Vordingborg,2303.84,160.08
2018-09-28,03:26,Ringsted,1894.27,859.75
2018-08-05,06:05,Odense,184.32,1013.7
2018-12-27,03:18,Mariagerfjord,1871.63,705.41
2018-10-17,16:03,Solrød,2361.24,1110.27
2018-10-02,14:30,Ishøj,223.1,26.01
2018-07-31,22:33,Ballerup,825.96,1226.95
2018-11-30,07:12,Silkeborg,2407.88,1186.65
2018-12-01,02:25,Hedensted,1252.87,552.64
2018-06-14,15:30,Fredensborg,976.21,1248.27
2018-01-31,10:03,Herning,2351.98,1173.74
2018-08-30,16:22,Egedal,1450.84,532.96
2018-07-25,23:53,Langeland,859.82,105.54
2018-08-14,23:15,Bornholm,1249.53,238.94
2018-09-02,06:26,Hedensted,144.06,648.86
2018-06-14,17:09,Frederikssund,2293.67,799.49
2018-06-10,05:21,Samsø,1991.5,840.61
2018-07-10,21:41,Holbæk,232.38,989.33
2018-05-18,06:21,Lemvig,1300.6,1275.63
2018-05-14,05:34,Fredericia,126.97,462.59
2018-02-10,15:07,Egedal,795.6,449.72
2018-02-20,10:57,Assens,2456.29,1181.86
2018-05-23,11:44,Lyngby-Taarbæk,1504.75,998.37
2018-11-01,20:59,Rudersdal,2102.77,439.11
2018-09-29,15:45,Hedensted,869.54,791.27
2018-03-01,18:44,Næstved,1479.38,581.91
2018-10-02,09:11,Horsens,1117.11,124.28
2018-11-20,14:48,Svendborg,1128.42,432.55
2018-09-01,22:29,Hørsholm,2227.61,314.13
2018-06-03,17:07,Læsø,2198.56,61.33
2018-09-28,01:12,Greve,508.05,22.89
2018-04-10,17:42,Ikast-Brande,1784.19,290.36
2018-09-30,15:33,Vejle,529.17,911.37
2018-02-10,12:53,Aalborg,672.52,908.09
2018-04-28,14:41,Norddjurs,391.61,536.57
2018-09-03,17:34,Vejen,2128.85,758.93
2018-07-12,03:10,Herning,2334.68,454.69
2018-01-29,05:29,Solrød,24.97,855.4
2018-03-24,23:52,Odder,1776.55,396.36
2018-03-14,20:44,Sorø,1548.9,675.36
2018-04-15,12:37,Kalundborg,984.04,232.69
2018-05-04,09:29,Ærø,2119.71,1199.85
2018-03-05,13:25,Slagelse,1656.92,989.25
2018-07-21,21:07,Haderslev,694.55,636.29
2018-01-20,01:13,Kolding,36.08,208.31
2018-03-18,08:37,Hedensted,1895.73,322.98
2018-05-23,15:38,Morsø,611.09,1146.94
2018-03-16,16:43,Lemvig,315.94,753.27
2018-01-28,14:53,Nyborg,637.18,340.07
2018-12-31,11:23,Skive,2551.36,1007.69
2018-01-07,12:08,Hjørring,2097.39,264.96
2018-07-29,07:42,Vejen,892.12,1026.74
2018-08-24,00:16,Syddjurs,1373.87,569.75
2018-09-02,05:10,Gladsaxe,1000.89,1067.68
2018-05-06,19:58,Greve,2437.89,234.62
2018-05-04,16:31,Halsnæs,2062.89,185.43
2018-07-17,04:50,Skive,2246.65,893.48
2018-01-08,09:56,Tårnby,429.83,454.38
2018-06-20,09:54,Læsø,2038.89,314.18
2018-01-05,18:30,Svendborg,2124.76,670.18
2018-09-08,21:11,Aabenraa,1163.02,1272.73
2018-09-10,18:51,Fanø,2078.9,661.57
2018-08-28,18:10,Gribskov,630.24,608.76
2018-09-06,11:20,Glostrup,1092.81,768.87
2018-04-15,00:31,Vordingborg,1940.66,87.71
2018-01-28,07:37,Vesthimmerland,2535.72,778.9
2018-02-08,13:17,Varde,721.37,610.78
2018-12-10,19:14,Vesthimmerland,513.36,1198.79
2018-12-21,10:33,Herlev,2478.93,897.15
2018-11-18,01:59,Brønderslev,876.82,860.65
2018-03-06,06:22,Slagelse,2109.19,1001.26
2018-03-15,21:49,Gribskov,1194.68,907.4
2018-05-06,03:29,Skanderborg,101.66,1200.19
2018-05-16,10:15,Billund,338.16,922.77
2018-12-21,22:21,Fredericia,211.7,742.34
2018-12-06,18:38,Solrød,1564.3,369.41
2018-03-01,01:08,Holstebro,506.84,814.68
2018-03-10,22:45,Fanø,2393.91,809.35
2018-09-17,00:57,Varde,1266.48,371.55
2018-05-27,03:46,Haderslev,1696.52,578.79
2018-12-04,14:38,Tønder,880.81,1245.55
2018-05-21,15:31,Silkeborg,1800.36,660.45
2018-10-24,09:34,Frederiksberg,1161.25,751.16
2018-02-01,11:30,Skanderborg,1752.59,842.38
2018-06-30,12:41,Høje-Taastrup,1492.28,350.92
2018-10-02,04:52,Kerteminde,1520.85,540.7
2018-06-17,00:45,Glostrup,615.69,456.99
2018-08-21,04:13,Ærø,2121.67,1099.87
2018-04-12,04:03,Køge,2453.44,64.71
2018-06-28,00:13,Assens,1.91,174.75
2018-05-29,04:31,Høje-Taastrup,573.86,439.43
2018-02-12,07:36,Vesthimmerland,1651.36,1139.06
2018-08-10,13:52,Køge,1676.98,323.73
2018-07-13,14:28,Hvidovre,774.04,141.48
2018-05-02,20:09,Esbjerg,967.41,1269.05
2018-03-18,13:28,Rebild,575.56,864.83
2018-05-27,15:38,Læsø,2118.53,554.94
2018-07-19,09:03,Odense,489.15,376.12
2018-03-18,09:42,Albertslund,1485.22,263.85
2018-08-03,19:28,Lolland,915.65,818.7
2018-12-25,03:56,Kerteminde,1436.22,39.14
2018-08-09,11:27,Copenhagen,572.79,323.55
2018-09-02,01:16,Tønder,2182.95,498.74
2018-03-05,22:23,Hvidovre,1571.35,547.38
2018-05-18,10:52,Ballerup,1838.22,1262.91
2018-06-09,21:18,Esbjerg,1673.33,1258.64
2018-04-22,21:39,Rudersdal,290.72,866.91
2018-05-06,19:07,Varde,1024.7,966.66
2018-10-14,12:00,Lyngby-Taarbæk,917.81,512.49
2018-06-11,13:28,Assens,2040.74,1174.42
2018-07-15,23:15,Køge,379.29,879.94
2018-11-28,07:03,Høje-Taastrup,427.34,380.84
2018-02-12,10:39,Aalborg,2119.75,911.18
2018-02-18,21:56,Herning,1429.24,1076.08
2018-01-10,09:30,Vejle,1488.09,853.75
2018-01-15,23:15,Lolland,744.43,1026.9
2018-03-13,20:39,Odense,71.54,880.78
2018-06-27,18:21,Greve,2311.49,1035.14
2018-10-30,13:35,Frederiksberg,40.68,57.95
2018-01-27,19:17,Brønderslev,2309.61,738.98
2018-08-20,04:12,Ringsted,1451.41,637.57
2018-09-27,07:08,Vesthimmerland,2497.71,186.51
2018-12-05,18:22,Lemvig,1386.72,899.17
2018-02-25,21:24,Horsens,2203.49,603.25
2018-04-08,00:46,Brøndby,2084.18,321.72
2018-01-20,01:52,Gribskov,2036.23,731.13
2018-12-15,19:51,Hedensted,1005.28,934.41
2018-09-14,23:44,Allerød,1604.17,1238.3
2018-10-08,08:35,Fredensborg,185.91,950.85
2018-11-24,17:54,Brønderslev,33.0,232.64
2018-03-30,15:19,Kolding,249.62,411.25
2018-03-10,07:23,Helsingør,1787.29,1051.93
2018-05-03,01:48,Samsø,2047.38,1134.9
2018-12-26,14:34,Frederikshavn,1385.71,718.86
2018-10-07,16:46,Tønder,2092.31,1063.29
2018-06-20,14:31,Holbæk,2090.15,1115.2
2018-04-10,03:04,Læsø,999.94,1233.36
2018-06-18,22:49,Køge,2200.84,250.12
2018-05-07,21:54,Struer,264.21,767.37
2018-04-26,19:27,Tårnby,1686.11,805.42
2018-04-03,03:23,Morsø,667.2,158.69
2018-07-14,22:02,Copenhagen,287.62,621.5
2018-10-12,16:10,Langeland,1229.32,1100.07
2018-06-20,00:30,Sorø,2238.37,1030.27
2018-08-06,18:37,Ringsted,1769.51,758.93
2018-01-08,11:38,Lolland,653.68,273.46
2018-10-17,15:06,Horsens,376.78,61.33
2018-04-10,02:42,Hørsholm,748.93,80.96
2018-01-25,02:30,Fanø,642.75,1132.83
2018-08-10,12:52,Kolding,486.72,865.08
2018-06-01,11:03,Hedensted,1644.84,993.09
2018-01-26,08:25,Hedensted,2109.69,426.47
2018-01-24,17:35,Ringkøbing-Skjern,104.96,607.98
2018-09-29,07:16,Skive,1225.16,459.11
2018-07-30,16:44,Furesø,225.8,120.1
2018-08-04,17:03,Gribskov,1199.66,815.88
2018-12-25,07:56,Aarhus,1640.31,693.29
2018-05-20,18:12,Randers,780.91,1180.62
2018-02-19,21:06,Herlev,1306.15,944.07
2018-10-03,10:50,Tårnby,845.98,514.62
2018-09-27,08:28,Frederikshavn,422.37,934.32
2018-05-15,03:54,Syddjurs,811.75,722.26
2018-05-23,02:05,Favrskov,461.28,580.99
2018-04-26,22:18,Ringkøbing-Skjern,249.73,188.11
2018-08-10,05:29,Billund,1780.26,806.45
2018-10-07,16:11,Hjørring,1772.7,1262.44
2018-06-17,17:41,Aabenraa,1709.62,1163.64
2018-09-14,06:14,Skive,2160.1,611.17
2018-02-09,02:36,Hjørring,349.6,941.48
2018-07-03,04:33,Ærø,276.19,351.21
2018-04-05,13:55,Esbjerg,1462.02,320.88
2018-09-22,21:50,Nyborg,563.39,1255.66
2018-04-26,04:22,Ringkøbing-Skjern,188.9,363.64
2018-11-30,02:30,Jammerbugt,601.06,298.58
2018-09-04,03:57,Læsø,517.95,450.11
2018-02-24,20:01,Syddjurs,2413.82,270.26
2018-09-26,13:39,Solrød,247.39,559.32
